# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  2 11:43:16 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_facility like '%K2%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_facility,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
K2-148,c,K2-148 c,6.92260000,0.00070000,-0.00070000,0,0.061600,0.001900,-0.001900,0,,,,0,,,,0,,,,0,,0.154,0.021,-0.019,0,,,,0,0,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121.00,19.00,-19.00,0,13.507,0.070,0,V (Johnson),13.060,,0,4079.00,70.00,-70.00,0,0.65,0.06,-0.06,0,0.63,0.06,-0.06,0,2457387.727770,0.004580,-0.004580,0,K2,4.65,0.05,-0.05,0,-0.996,0.086,-0.107,0
K2-148,d,K2-148 d,9.75790000,0.00100000,-0.00100000,0,0.077400,0.002400,-0.002400,0,,,,0,,,,0,,,,0,,0.146,0.021,-0.019,0,,,,0,0,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,121.00,19.00,-19.00,0,13.507,0.070,0,V (Johnson),13.060,,0,4079.00,70.00,-70.00,0,0.65,0.06,-0.06,0,0.63,0.06,-0.06,0,2457386.343050,0.005450,-0.005450,0,K2,4.65,0.05,-0.05,0,-0.996,0.086,-0.107,0
K2-149,b,K2-149 b,11.33200000,0.00130000,-0.00130000,0,0.083000,0.002700,-0.002700,0,,,,0,,,,0,,,,0,,0.146,0.018,-0.016,0,,,,0,0,00h39m17.26s,9.821899,+07d16m37.6s,7.277100,118.00,18.00,-18.00,0,14.484,0.160,0,V (Johnson),13.779,,0,3745.00,70.00,-70.00,0,0.59,0.06,-0.06,0,0.57,0.06,-0.06,0,2457388.338340,0.006000,-0.006000,0,K2,4.71,0.05,-0.05,0,-1.310,0.088,-0.110,0
K2-15,b,K2-15 b,11.81040000,0.00204000,-0.00204000,0,0.091000,0.001800,-0.001800,0,,,,,,,,,,,,,,0.221,0.027,-0.027,0,,,,,0,11h52m26.59s,178.110794,+04d15m17.1s,4.254747,501.03,9.26,-9.26,0,14.663,0.050,0,V (Johnson),14.424,,0,5131.00,69.00,-65.00,0,0.72,0.06,-0.03,0,0.68,0.06,-0.03,0,2456811.850900,0.007600,-0.007600,0,K2,,,,,,,,
K2-150,b,K2-150 b,10.59357000,0.00084000,-0.00084000,0,0.072700,0.002700,-0.002700,0,,,,0,,,,0,,,,0,,0.178,0.024,-0.019,0,,,,0,0,01h13m22.60s,18.344175,+08d59m15.1s,8.987539,110.00,15.00,-15.00,0,15.829,0.061,0,V (Johnson),14.815,,0,3499.00,70.00,-70.00,0,0.46,0.05,-0.05,0,0.44,0.04,-0.04,0,2457391.961580,0.003920,-0.003920,0,K2,4.82,0.04,-0.04,0,-1.585,0.090,-0.114,0
K2-151,b,K2-151 b,3.83547600,0.00026600,-0.00025600,0,0.037300,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.133,0.007,-0.007,0,,,,0,0,01h17m13.09s,19.304525,+09d30m05.0s,9.501381,69.61,0.15,-0.15,0,14.140,0.040,0,V (Johnson),13.312,,0,3695.00,32.00,-32.00,0,0.47,0.01,-0.01,0,0.45,0.01,-0.01,0,2457395.237350,0.002770,-0.003060,0,K2,4.80,0.01,-0.01,0,,,,0
K2-152,b,K2-152 b,32.64790000,0.01141000,-0.01483000,0,0.171600,0.001200,-0.001200,0,,,,0,,,,0,,,,0,,0.204,0.022,-0.021,0,,,,0,0,12h06m31.87s,181.632797,-05d49m38.7s,-5.827410,108.70,0.40,-0.40,0,13.728,0.020,0,V (Johnson),13.038,,0,4044.00,34.00,-35.00,0,0.63,0.01,-0.01,0,0.61,0.01,-0.01,0,2457608.622200,0.013500,-0.007300,0,K2,4.67,0.01,-0.01,0,,,,0
K2-153,b,K2-153 b,7.51574000,0.00205000,-0.00240000,0,0.061400,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.178,0.019,-0.016,0,,,,0,0,12h15m14.21s,183.809189,+02d01m15.4s,2.020953,143.60,0.90,-0.90,0,14.979,0.030,0,V (Johnson),14.271,,0,3845.00,37.00,-37.00,0,0.55,0.01,-0.01,0,0.53,0.01,-0.01,0,2457588.427000,0.013400,-0.011100,0,K2,4.73,0.01,-0.01,0,,,,0
K2-154,b,K2-154 b,3.67626000,0.00030000,-0.00031000,0,0.040500,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.178,0.019,-0.010,0,,,,0,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.80,0.40,-0.40,0,14.033,0.036,0,V (Johnson),13.317,,0,4097.00,40.00,-45.00,0,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,2457585.053300,0.003700,-0.003500,0,K2,4.65,0.01,-0.01,0,,,,0
K2-154,c,K2-154 c,7.95486000,0.00084000,-0.00085000,0,0.067700,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.185,0.016,-0.012,0,,,,0,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,129.80,0.40,-0.40,0,14.033,0.036,0,V (Johnson),13.317,,0,4097.00,40.00,-45.00,0,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,2457584.337600,0.004800,-0.004300,0,K2,4.65,0.01,-0.01,0,,,,0
K2-155,b,K2-155 b,6.34200000,0.00200000,-0.00200000,0,0.056200,0.001300,-0.001400,0,,,,0,88.300,1.200,-1.900,0,,,,0,,0.161,0.018,-0.009,0,,,,0,0,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,29.00,-12.00,0,12.806,0.050,0,V (Johnson),12.253,,0,4258.00,150.00,-150.00,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,,,,0,K2,4.60,0.30,-0.30,0,,,,0
K2-155,c,K2-155 c,13.85000000,0.00600000,-0.00600000,0,0.094600,0.003100,-0.003000,0,,,,0,88.960,0.710,-0.880,0,,,,0,,0.232,0.062,-0.018,0,,,,0,0,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,29.00,-12.00,0,12.806,0.050,0,V (Johnson),12.253,,0,4258.00,150.00,-150.00,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,,,,0,K2,4.60,0.30,-0.30,0,,,,0
K2-155,d,K2-155 d,40.71800000,0.00500000,-0.00500000,0,0.193700,0.006400,-0.005900,0,,,,0,89.610,0.270,-0.480,0,,,,0,,0.170,0.062,-0.018,0,,,,0,0,04h21m52.49s,65.468697,+21d21m13.0s,21.353600,82.00,29.00,-12.00,0,12.806,0.050,0,V (Johnson),12.253,,0,4258.00,150.00,-150.00,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,,,,0,K2,4.60,0.30,-0.30,0,,,,0
K2-156,b,K2-156 b,0.81314000,0.00007000,-0.00008000,0,0.014900,0.000100,-0.000100,0,,,,0,,,,0,,,,0,,0.103,0.009,-0.006,0,,,,0,0,12h10m48.04s,182.700180,-06d17m39.1s,-6.294205,150.40,1.00,-1.00,0,13.424,0.010,0,V (Johnson),12.948,,0,4597.00,50.00,-50.00,0,0.66,0.02,-0.01,0,0.66,0.01,-0.01,0,2457583.142700,0.004100,-0.003800,0,K2,4.62,0.02,-0.01,0,,,,0
K2-157,b,K2-157 b,0.36525700,0.00002900,-0.00002900,0,,,,,,,,,76.711,9.693,-18.255,0,,,,,,0.094,0.013,-0.009,0,,,,,0,12h15m00.32s,183.751343,-05d46m55.2s,-5.781991,300.88,4.56,-4.56,0,12.823,0.020,0,V (Johnson),12.642,,0,5456.00,50.00,-50.00,0,0.94,0.02,-0.03,0,0.88,0.05,-0.03,0,2457582.823890,0.003237,-0.003292,0,K2,4.55,0.10,-0.10,0,,,,
K2-158,b,K2-158 b,10.06049000,0.00134000,-0.00148000,0,0.088700,0.000800,-0.000800,0,,,,0,,,,0,,,,0,,0.236,0.014,-0.009,0,,,,0,0,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,198.20,2.10,-2.10,0,11.774,0.174,0,V (Johnson),11.613,,0,5503.00,51.00,-48.00,0,0.92,0.03,-0.02,0,0.95,0.02,-0.02,0,2457590.483400,0.008000,-0.006400,0,K2,4.45,0.02,-0.02,0,,,,0
K2-158,c,K2-158 c,5.90279000,0.00191000,-0.00233000,0,0.062200,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.114,0.012,-0.009,0,,,,0,0,11h59m45.60s,179.939987,-05d43m18.2s,-5.721709,198.20,2.10,-2.10,0,11.774,0.174,0,V (Johnson),11.613,,0,5503.00,51.00,-48.00,0,0.92,0.03,-0.02,0,0.95,0.02,-0.02,0,2457583.882800,0.013100,-0.012000,0,K2,4.45,0.02,-0.02,0,,,,0
K2-159,b,K2-159 b,12.42205000,0.00180000,-0.00182000,0,0.101300,0.000800,-0.000900,0,,,,0,,,,0,,,,0,,0.202,0.015,-0.010,0,,,,0,0,12h02m09.81s,180.540894,-03d34m50.6s,-3.580723,171.90,1.40,-1.30,0,11.994,0.206,0,V (Johnson),11.640,,0,5425.00,44.00,-44.00,0,0.90,0.02,-0.03,0,0.83,0.01,-0.01,0,2457586.508200,0.007400,-0.007700,0,K2,4.56,0.01,-0.02,0,,,,0
K2-16,b,K2-16 b,7.61880000,0.00087000,-0.00087000,0,0.066700,0.001100,-0.001100,0,,,,,87.970,1.470,-1.860,0,,,,,,0.180,0.021,-0.021,0,,,,,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,4.23,-4.23,0,14.670,0.040,0,V (Johnson),14.323,,0,4742.00,60.00,-60.00,0,0.68,0.03,-0.03,0,0.66,0.03,-0.03,0,2456811.687100,0.003800,-0.003800,0,K2,4.51,0.10,-0.10,0,,,,
K2-16,c,K2-16 c,19.07863000,0.00327000,-0.00327000,0,0.122900,0.002100,-0.002100,0,,,,,87.830,1.680,-1.680,0,,,,,,0.227,0.100,-0.042,0,,,,,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,4.23,-4.23,0,14.670,0.040,0,V (Johnson),14.323,,0,4742.00,60.00,-60.00,0,0.68,0.03,-0.03,0,0.66,0.03,-0.03,0,2456809.480000,0.009100,-0.009100,0,K2,4.51,0.10,-0.10,0,,,,
K2-160,b,K2-160 b,3.70587100,0.00007400,-0.00007600,0,,,,,,,,,88.254,1.197,-2.130,0,,,,,,0.284,0.019,-0.013,0,,,,,0,12h16m13.10s,184.054581,-03d33m11.1s,-3.553082,318.19,4.50,-4.50,0,12.649,0.010,0,V (Johnson),12.542,,0,5649.00,50.00,-50.00,0,0.98,0.02,-0.03,0,0.91,0.04,-0.03,0,2457585.666380,0.000815,-0.000786,0,K2,4.61,0.10,-0.10,0,,,,
K2-161,b,K2-161 b,9.28318800,0.00205200,-0.00230000,0,,,,,,,,,87.251,1.991,-5.633,0,,,,,,0.546,0.146,-0.070,0,,,,,0,12h15m10.52s,183.793839,-03d29m44.2s,-3.495612,941.09,47.72,-47.72,0,12.631,0.020,0,V (Johnson),12.357,,0,4972.00,50.00,-50.00,0,0.99,0.08,-0.06,0,2.57,0.31,-0.25,0,2457587.847550,0.007734,-0.007298,0,K2,3.63,0.10,-0.10,0,,,,
K2-162,b,K2-162 b,9.45889000,0.00104000,-0.00107000,0,0.079500,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.128,0.010,-0.006,0,,,,0,0,12h24m09.28s,186.038666,-01d06m40.9s,-1.111351,125.10,0.60,-0.60,0,12.300,0.040,0,V (Johnson),11.966,,0,4842.00,49.00,-45.00,0,0.75,0.02,-0.02,0,0.69,0.01,-0.01,0,2457583.907600,0.004700,-0.004200,0,K2,4.63,0.01,-0.01,0,,,,0
K2-163,b,K2-163 b,6.67311700,0.00031600,-0.00030300,0,,,,,,,,,88.253,1.280,-2.188,0,,,,,,0.220,0.023,-0.011,0,,,,,0,12h09m19.04s,182.329346,-00d32m20.6s,-0.539055,209.67,4.18,-4.18,0,13.129,0.020,0,V (Johnson),12.806,,0,4937.00,50.00,-50.00,0,0.83,0.02,-0.02,0,0.76,0.02,-0.01,0,2457582.848380,0.001902,-0.001909,0,K2,4.71,0.10,-0.10,0,,,,
K2-164,b,K2-164 b,17.35506600,0.00409700,-0.00380800,0,,,,,,,,,87.890,1.532,-3.662,0,,,,,,0.290,0.046,-0.037,0,,,,,0,11h27m44.08s,171.933670,-00d03m46.2s,-0.062840,379.64,7.66,-7.66,0,11.235,0.020,0,V (Johnson),11.094,,0,5791.00,50.00,-50.00,0,1.18,0.09,-0.06,0,2.20,0.31,-0.25,0,2456816.736960,0.008382,-0.009107,0,K2,3.81,0.10,-0.10,0,,,,
K2-165,b,K2-165 b,2.35499200,0.00024600,-0.00026100,0,,,,,,,,,87.083,2.151,-4.383,0,,,,,,0.114,0.013,-0.009,0,,,,,0,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185.00,50.00,-50.00,0,0.83,0.03,-0.03,0,0.80,0.05,-0.03,0,2457584.482730,0.004685,-0.004600,0,K2,4.46,0.10,-0.10,0,,,,
K2-165,c,K2-165 c,4.38274500,0.00051400,-0.00053600,0,,,,,,,,,87.054,2.053,-4.971,0,,,,,,0.139,0.019,-0.010,0,,,,,0,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185.00,50.00,-50.00,0,0.83,0.03,-0.03,0,0.80,0.05,-0.03,0,2457584.213110,0.004817,-0.004841,0,K2,4.46,0.10,-0.10,0,,,,
K2-165,d,K2-165 d,14.10136100,0.00114600,-0.00106500,0,,,,,,,,,89.002,0.722,-1.166,0,,,,,,0.236,0.023,-0.013,0,,,,,0,12h19m36.08s,184.900330,+00d58m06.2s,0.968397,135.10,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185.00,50.00,-50.00,0,0.83,0.03,-0.03,0,0.80,0.05,-0.03,0,2457586.758100,0.002225,-0.002216,0,K2,4.46,0.10,-0.10,0,,,,
K2-166,b,K2-166 b,8.52695000,0.00362000,-0.00370000,0,0.085800,0.001000,-0.000900,0,,,,0,,,,0,,,,0,,0.195,0.018,-0.017,0,,,,0,0,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481.00,9.70,-8.90,0,12.074,0.010,0,V (Johnson),11.946,,0,5960.00,52.00,-53.00,0,1.16,0.05,-0.03,0,1.61,0.04,-0.04,0,2457586.763500,0.016500,-0.016700,0,K2,4.09,0.02,-0.02,0,,,,0
K2-167,b,K2-167 b,9.97748100,0.00103900,-0.00100700,0,,,,,,,,,88.604,1.001,-1.970,0,,,,,,0.252,0.046,-0.040,0,,,,,0,22h26m18.19s,336.575775,-18d00m40.2s,-18.011171,81.08,0.47,-0.47,0,8.239,0.015,0,V (Johnson),8.104,,0,5908.00,50.00,-50.00,0,1.02,0.12,-0.09,0,1.83,0.29,-0.28,0,2456979.936780,0.002518,-0.002443,0,K2,3.88,0.10,-0.10,0,,,,
K2-168,b,K2-168 b,15.85398900,0.00141500,-0.00138400,0,,,,,,,,,88.948,0.740,-1.350,0,,,,,,0.191,0.018,-0.012,0,,,,,0,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,4.19,-4.19,0,12.291,0.010,0,V (Johnson),12.098,,0,5554.00,50.00,-50.00,0,0.91,0.03,-0.03,0,0.87,0.07,-0.04,0,2456990.887740,0.002676,-0.002593,0,K2,4.46,0.10,-0.10,0,,,,
K2-169,b,K2-169 b,6.38080300,0.00077800,-0.00069900,0,,,,,,,,,87.837,1.575,-3.587,0,,,,,,0.114,0.010,-0.007,0,,,,,0,22h28m10.63s,337.044281,-14d35m57.8s,-14.599381,237.35,4.63,-4.63,0,12.229,0.060,0,V (Johnson),12.006,,0,5548.00,50.00,-50.00,0,0.99,0.03,-0.03,0,0.92,0.05,-0.03,0,2456982.009710,0.003631,-0.003780,0,K2,4.56,0.10,-0.10,0,,,,
K2-17,b,K2-17 b,17.96753000,0.00152000,-0.00152000,0,0.119000,0.002000,-0.002000,0,,,,,,,,,,,,,,0.199,0.018,-0.018,0,,,,,0,11h53m19.15s,178.329773,+06d24m44.1s,6.412261,125.56,0.66,-0.66,0,13.519,0.040,0,V (Johnson),13.002,,0,4320.00,56.00,-47.00,0,0.71,0.02,-0.05,0,0.66,0.02,-0.03,0,2456817.946200,0.003500,-0.003500,0,K2,,,,,,,,
K2-170,b,K2-170 b,7.57654400,0.00184100,-0.00169000,0,,,,,,,,,87.989,1.423,-3.339,0,,,,,,0.127,0.018,-0.012,0,,,,,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),12.496,,0,5748.00,50.00,-50.00,0,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,2456986.185530,0.006895,-0.007354,0,K2,4.34,0.10,-0.10,0,,,,
K2-170,c,K2-170 c,12.40004700,0.00173500,-0.00188300,0,,,,,,,,,88.668,0.965,-2.262,0,,,,,,0.161,0.022,-0.014,0,,,,,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),12.496,,0,5748.00,50.00,-50.00,0,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,2456985.666940,0.004667,-0.004603,0,K2,4.34,0.10,-0.10,0,,,,
K2-171,b,K2-171 b,5.62846600,0.00173100,-0.00151900,0,,,,,,,,,85.048,3.650,-9.641,0,,,,,,0.240,0.036,-0.030,0,,,,,0,22h09m21.80s,332.340820,-13d25m43.9s,-13.428865,616.41,18.68,-18.68,0,12.660,0.040,0,V (Johnson),12.439,,0,5250.00,50.00,-50.00,0,0.89,0.06,-0.03,0,1.72,0.22,-0.19,0,2456979.467120,0.007142,-0.007098,0,K2,3.95,0.10,-0.10,0,,,,
K2-172,b,K2-172 b,14.31694100,0.00144500,-0.00141100,0,,,,,,,,,88.914,0.780,-1.720,0,,,,,,0.149,0.014,-0.008,0,,,,,0,22h21m14.01s,335.308380,-12d33m24.8s,-12.556900,251.51,2.93,-2.93,0,12.438,0.031,0,V (Johnson),12.281,,0,5569.00,50.00,-50.00,0,0.93,0.03,-0.03,0,0.87,0.04,-0.03,0,2456982.294870,0.003444,-0.003431,0,K2,4.61,0.10,-0.10,0,,,,
K2-172,c,K2-172 c,29.62682000,0.00155500,-0.00160700,0,,,,,,,,,89.497,0.348,-0.528,0,,,,,,0.286,0.017,-0.012,0,,,,,0,22h21m14.01s,335.308380,-12d33m24.8s,-12.556900,251.51,2.93,-2.93,0,12.438,0.031,0,V (Johnson),12.281,,0,5569.00,50.00,-50.00,0,0.93,0.03,-0.03,0,0.87,0.04,-0.03,0,2456993.539840,0.001098,-0.001154,0,K2,4.61,0.10,-0.10,0,,,,
K2-173,b,K2-173 b,5.86869900,0.00044600,-0.00040800,0,,,,,,,,,87.826,1.540,-2.875,0,,,,,,0.143,0.014,-0.009,0,,,,,0,04h01m29.99s,60.374950,+15d37m30.1s,15.625037,230.14,1.95,-1.95,0,12.403,0.010,0,V (Johnson),12.185,,0,5580.00,70.00,-70.00,0,0.88,0.03,-0.04,0,0.84,0.06,-0.04,0,2457067.141130,0.002928,-0.002751,0,K2,4.52,0.12,-0.12,0,,,,
K2-174,b,K2-174 b,19.56230700,0.00007800,-0.00007600,0,0.126000,0.001000,-0.001000,0,,,,0,89.950,0.040,-0.050,0,,,,0,,0.232,0.009,-0.009,0,,,,0,0,04h03m10.28s,60.792843,+16d20m50.8s,16.347446,100.10,1.00,-1.00,0,12.424,0.030,0,V (Johnson),12.008,,0,4455.00,31.00,-29.00,0,0.70,0.03,-0.02,0,0.68,0.01,-0.01,0,2457083.779170,0.000950,-0.000940,0,K2,4.62,0.02,-0.02,0,,,,0
K2-175,b,K2-175 b,9.52598800,0.00124100,-0.00128000,0,,,,,,,,,87.494,1.692,-2.983,0,,,,,,0.182,0.032,-0.024,0,,,,,0,03h30m00.86s,52.503578,+17d35m03.1s,17.584192,249.01,2.79,-2.79,0,10.836,0.079,0,V (Johnson),10.625,,0,5909.00,50.00,-50.00,0,1.09,0.06,-0.04,0,1.42,0.21,-0.17,0,2457073.276840,0.004524,-0.004408,0,K2,4.11,0.10,-0.10,0,,,,
K2-176,b,K2-176 b,5.32943900,0.00061000,-0.00070900,0,,,,,,,,,88.063,1.418,-2.940,0,,,,,,0.133,0.011,-0.008,0,,,,,0,03h53m04.60s,58.269165,+17d54m25.5s,17.907072,249.01,3.65,-3.65,0,12.893,0.060,0,V (Johnson),12.650,,0,5428.00,50.00,-50.00,0,0.94,0.02,-0.02,0,0.86,0.03,-0.02,0,2457066.785930,0.003736,-0.003763,0,K2,4.63,0.10,-0.10,0,,,,
K2-177,b,K2-177 b,14.15518500,0.00315000,-0.00296500,0,,,,,,,,,87.220,1.998,-3.741,0,,,,,,0.189,0.025,-0.014,0,,,,,0,03h40m55.10s,55.229565,+20d44m09.9s,20.736078,499.02,12.81,-12.81,0,12.645,0.040,0,V (Johnson),12.422,,0,6063.00,50.00,-50.00,0,1.21,0.03,-0.04,0,1.21,0.09,-0.06,0,2457070.080220,0.007105,-0.006863,0,K2,4.38,0.10,-0.10,0,,,,
K2-178,b,K2-178 b,8.74781800,0.00036300,-0.00035800,0,,,,,,,,,88.611,1.006,-1.592,0,,,,,,0.317,0.018,-0.012,0,,,,,0,03h31m33.33s,52.888882,+22d26m05.5s,22.434870,216.08,1.83,-1.83,0,12.403,0.040,0,V (Johnson),12.156,,0,5525.00,50.00,-50.00,0,0.95,0.02,-0.03,0,0.89,0.04,-0.03,0,2457070.336560,0.001474,-0.001526,0,K2,4.55,0.10,-0.10,0,,,,
K2-179,b,K2-179 b,5.17219100,0.00020100,-0.00020200,0,,,,,,,,,88.755,0.883,-1.588,0,,,,,,0.224,0.015,-0.011,0,,,,,0,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,191.84,2.11,-2.11,0,12.956,0.031,0,V (Johnson),12.691,,0,5015.00,50.00,-50.00,0,0.82,0.02,-0.03,0,0.77,0.02,-0.02,0,2457066.580300,0.001373,-0.001520,0,K2,4.63,0.10,-0.10,0,,,,
